Year_Birth,Education,Marital_Status,Income,Dt_Customer,Recency,Complain,Response,Kids,Expenses,TotalAcceptedCmp,NumTotalPurchases
1952,PG,relationship,77610.0,29-10-2012,70,0,0,1,1680,0,17
1984,PG,relationship,31761.0,05-04-2014,96,0,0,1,98,0,9
1979,PG,relationship,34350.0,19-10-2013,81,0,0,1,48,0,5
1949,PG,relationship,54591.0,05-08-2013,63,0,0,1,519,0,19
1956,PG,relationship,71866.0,25-12-2013,85,0,0,1,715,0,20
1969,PG,relationship,25293.0,15-09-2013,51,0,0,1,37,0,5
1987,PG,Single,42000.0,10-01-2013,23,0,1,0,653,0,20
1983,PG,relationship,69520.0,07-07-2013,95,0,0,0,1455,0,21
1970,PG,Single,64713.0,07-02-2014,11,0,1,1,602,0,19
1977,PG,relationship,27889.0,05-07-2013,42,0,0,1,26,0,5
1960,UG,Single,22123.0,27-03-2014,77,0,0,0,102,0,7
1971,PG,relationship,52247.25135379061,03-03-2013,82,0,0,2,97,0,10
1954,PG,relationship,52247.25135379061,23-06-2013,83,0,0,1,207,0,11
1973,PG,relationship,27803.0,26-08-2012,40,0,0,1,176,0,9
1955,PG,Single,52247.25135379061,18-10-2013,95,0,0,1,450,0,15
1960,PG,relationship,51651.0,07-11-2012,32,0,0,1,433,0,17
1988,PG,relationship,68487.0,13-01-2013,48,0,0,0,1366,0,30
1943,PG,Single,52247.25135379061,30-10-2013,75,0,1,0,1564,1,22
1969,PG,relationship,56796.0,16-02-2013,24,0,0,1,1001,0,27
1992,PG,relationship,87000.0,15-12-2012,61,0,0,0,961,0,18
1959,PG,relationship,79823.0,31-03-2014,6,0,0,1,1518,1,23
1980,PG,Single,30828.0,04-10-2013,16,0,0,1,56,0,8
1971,PG,relationship,34109.0,06-11-2013,39,0,0,1,22,0,4
1974,PG,Single,53367.0,31-08-2013,2,0,1,2,400,0,21
1969,UG,relationship,22390.0,21-10-2013,49,0,0,0,26,0,4
1976,PG,relationship,71322.0,02-05-2014,31,0,0,1,350,0,13
1993,PG,Absurd,79244.0,19-12-2012,58,0,1,0,1216,2,22
1949,PG,relationship,49912.0,07-09-2012,5,0,1,1,874,1,26
1950,PG,relationship,48699.0,21-05-2013,90,0,0,2,40,0,5
1975,PG,relationship,80144.0,30-09-2013,47,0,0,0,1367,0,19
1956,PG,Single,54252.0,28-05-2013,25,0,0,2,264,0,15
1975,PG,relationship,76068.0,29-11-2012,67,0,0,1,1376,2,10
1976,PG,relationship,53204.0,20-03-2014,40,0,0,2,45,0,5
1949,PG,relationship,67911.0,22-05-2014,63,0,0,1,976,0,27
1984,PG,relationship,14796.0,17-09-2012,1,0,1,1,51,0,6
1974,PG,relationship,78128.0,19-02-2014,89,0,0,1,1264,2,20
1972,UG,relationship,14188.0,28-02-2013,40,0,0,0,75,0,7
1986,UG,relationship,20425.0,29-10-2012,5,0,0,1,57,0,7
1962,PG,relationship,58646.0,10-06-2013,3,0,0,1,140,0,8
1970,PG,Single,72967.0,15-12-2012,1,0,1,1,497,1,19
1949,PG,relationship,48150.0,08-06-2013,24,0,0,1,266,0,13
1955,PG,Single,58275.0,02-06-2013,48,0,0,2,615,0,23
1981,PG,relationship,44953.0,21-12-2012,31,0,0,0,1021,1,24
1953,PG,relationship,34587.0,16-05-2014,68,0,0,2,22,0,6
1974,PG,relationship,43018.0,01-11-2013,46,0,0,1,133,0,7
1954,PG,relationship,45736.0,24-07-2013,92,0,0,1,437,0,19
1969,PG,relationship,66476.0,04-12-2013,80,0,0,1,1013,0,26
1981,PG,relationship,27733.0,26-08-2013,16,0,0,1,57,0,7
1952,PG,relationship,69805.0,21-01-2014,50,0,0,1,1038,0,27
1962,PG,Single,72217.0,10-04-2013,93,0,0,0,1573,0,22
1971,PG,Single,25818.0,18-10-2012,51,0,0,1,28,0,4
1976,PG,relationship,37509.0,12-09-2012,24,0,0,1,123,0,9
1976,PG,relationship,25176.0,10-08-2013,79,0,0,2,13,0,4
1980,PG,relationship,43586.0,30-08-2012,26,0,0,1,132,0,10
1956,PG,relationship,53230.0,03-08-2012,86,0,0,1,732,0,23
1957,PG,relationship,50116.0,20-06-2014,68,0,0,2,66,1,7
1972,PG,relationship,84906.0,04-10-2013,98,0,0,0,1631,3,24
1966,PG,relationship,61286.0,02-08-2013,34,0,0,1,608,0,18
1965,PG,relationship,65220.0,03-09-2012,3,0,1,0,1282,0,23
1974,PG,relationship,33590.0,03-11-2013,65,0,0,3,8,0,4
1976,PG,Single,30992.0,22-04-2013,83,0,0,1,43,0,5
1949,PG,relationship,156924.0,29-08-2013,85,0,0,0,8,0,0
1980,UG,relationship,16005.0,14-08-2012,69,0,0,1,103,0,8
1957,PG,Absurd,65487.0,10-01-2014,48,0,0,0,1169,0,17
1965,PG,relationship,58692.0,06-04-2014,21,0,0,1,395,0,15
1969,PG,Single,40590.0,02-10-2013,30,0,0,2,258,1,15
1970,PG,Single,20587.0,11-05-2014,39,0,0,1,25,0,5
1954,PG,Single,62637.0,01-03-2014,76,0,0,1,185,0,10
1966,PG,Single,29435.0,06-08-2012,11,0,1,2,180,0,11
1974,PG,Single,19346.0,30-01-2014,26,0,0,1,22,0,5
1971,PG,relationship,35788.0,23-01-2014,34,0,0,2,44,0,7
1968,PG,Single,36997.0,01-02-2013,72,0,0,2,94,0,12
1957,PG,relationship,23539.0,28-02-2014,13,0,0,0,81,0,7
1973,PG,Single,65333.0,17-01-2014,58,0,0,1,798,2,28
1957,PG,Single,78499.0,23-11-2013,12,0,1,0,1334,1,19
1971,PG,relationship,29732.0,25-03-2014,23,0,0,1,38,0,5
1960,PG,relationship,41275.0,24-03-2014,33,0,0,3,61,0,11
1973,PG,relationship,63516.0,06-07-2013,30,0,0,2,300,0,16
1962,PG,relationship,42769.0,12-10-2013,15,0,0,1,88,0,8
1958,PG,relationship,49572.0,15-12-2013,25,0,0,2,54,0,7
1976,PG,relationship,17148.0,28-01-2014,80,0,0,1,68,0,11
1969,PG,Single,40590.0,02-10-2013,30,0,0,2,258,1,15
1976,PG,relationship,30560.0,27-06-2013,6,0,0,1,31,0,5
1983,PG,relationship,32146.0,12-05-2014,16,0,0,1,66,0,8
1964,PG,Single,41713.0,29-04-2014,57,0,0,2,174,0,13
1975,PG,relationship,34176.0,22-01-2014,9,0,0,1,28,0,5
1955,PG,relationship,58482.0,12-03-2014,59,0,0,1,731,1,22
1965,PG,Single,59686.0,25-01-2014,78,0,0,1,274,0,12
1980,PG,relationship,62994.0,04-03-2014,74,0,0,1,312,0,13
1957,PG,relationship,47320.0,01-08-2013,10,0,0,1,414,0,20
1949,PG,Single,74859.0,03-06-2013,63,0,0,0,1565,1,23
1992,UG,Single,15253.0,28-10-2013,13,0,0,1,29,0,6
1974,PG,Single,31560.0,24-06-2013,98,0,0,1,94,0,8
1954,PG,Single,72071.0,14-02-2013,4,0,0,1,1338,0,20
1990,PG,Single,91172.0,27-03-2013,94,0,1,0,1092,4,14
1984,PG,relationship,90000.0,23-12-2013,91,0,0,0,1479,3,18
1981,PG,Single,41967.0,23-11-2013,66,0,0,2,54,0,5
1965,PG,Single,69263.0,05-03-2014,14,0,0,1,568,1,18
1970,PG,Single,65706.0,28-06-2013,77,0,1,0,1199,3,27
1975,PG,relationship,60934.0,17-01-2014,41,0,0,1,873,0,23
1951,PG,relationship,71965.0,29-07-2013,21,0,0,1,1213,0,17
1955,PG,relationship,65210.0,10-03-2014,25,0,0,1,731,2,22
1973,PG,YOLO,48432.0,18-10-2012,3,0,0,1,424,0,19
1971,PG,relationship,52914.0,07-01-2013,32,0,0,1,575,1,15
1955,PG,relationship,38946.0,24-10-2013,84,0,0,1,257,0,12
1974,PG,relationship,26067.0,04-11-2013,49,0,0,1,56,0,9
1972,PG,relationship,44325.0,07-03-2013,69,0,0,1,542,1,21
1964,PG,relationship,42523.0,23-04-2014,96,0,0,0,125,0,7
1978,UG,Single,26487.0,20-05-2013,23,0,0,1,69,0,9
1957,PG,relationship,53233.0,18-03-2014,18,0,0,1,40,0,5
1960,PG,relationship,67716.0,10-01-2013,8,0,0,1,1016,1,28
1972,PG,relationship,76234.0,06-02-2014,21,0,0,1,907,1,23
1956,PG,relationship,84117.0,11-05-2014,60,0,0,0,1566,1,24
1957,PG,relationship,65487.0,10-01-2014,48,0,0,0,1169,0,17
1972,UG,relationship,25224.0,16-03-2014,36,0,0,1,46,0,7
1983,PG,Single,89616.0,25-02-2013,36,0,1,0,1644,0,25
1971,PG,Single,40851.0,21-02-2013,63,0,0,2,59,0,5
1947,PG,relationship,27469.0,02-08-2012,2,0,0,0,17,0,4
1957,PG,relationship,73803.0,01-08-2012,61,0,1,1,1528,1,22
1952,PG,Single,8820.0,22-03-2013,52,0,0,2,35,0,10
1974,PG,Single,43322.0,21-04-2014,25,0,0,0,141,0,8
1973,PG,relationship,55593.0,21-08-2013,63,0,0,1,546,1,17
1954,PG,relationship,50501.0,18-06-2013,10,0,1,2,500,1,20
1975,PG,relationship,37085.0,26-06-2014,65,0,0,2,61,0,10
1990,UG,Single,16185.0,05-08-2013,71,0,0,1,106,0,8
1969,PG,Single,57731.0,23-11-2012,0,0,0,1,704,0,26
1973,PG,YOLO,48432.0,18-10-2012,3,0,1,1,424,0,19
1978,PG,relationship,73807.0,02-01-2013,88,0,0,1,849,0,23
1990,PG,relationship,18929.0,16-02-2013,15,0,0,0,85,0,6
1968,PG,Single,35893.0,15-10-2012,80,0,0,2,199,0,15
1980,PG,relationship,61014.0,11-08-2012,17,0,0,1,1147,0,20
1954,PG,relationship,32144.0,23-03-2014,76,0,0,2,54,1,10
1963,UG,relationship,14918.0,07-12-2012,52,0,0,1,43,0,5
1963,PG,Single,45146.0,15-07-2013,28,0,0,2,53,0,6
1955,PG,Single,41769.0,13-02-2013,31,0,0,1,521,0,22
1981,PG,relationship,88325.0,05-02-2014,42,0,0,0,1623,0,18
1950,PG,Single,38054.0,01-05-2014,24,0,0,2,45,0,7
1995,PG,Single,80617.0,12-10-2012,42,0,0,0,1435,0,19
1976,PG,relationship,5305.0,30-07-2013,12,0,0,1,32,0,1
1954,PG,relationship,36807.0,20-12-2012,88,0,0,2,16,0,4
1983,PG,relationship,28427.0,21-03-2013,67,0,0,1,52,0,7
1948,PG,Single,82032.0,05-04-2014,54,0,0,0,1234,0,17
1978,PG,relationship,22775.0,19-06-2013,40,0,0,1,15,0,4
1985,PG,relationship,40101.0,14-10-2012,73,0,0,1,415,0,17
1979,PG,relationship,58025.0,26-11-2013,81,0,0,1,470,0,18
1982,PG,Single,75777.0,04-07-2013,12,0,1,0,1438,2,21
1979,PG,relationship,7500.0,07-05-2013,7,0,0,1,53,0,11
1963,PG,relationship,33562.0,25-06-2014,33,0,0,3,51,0,9
1970,PG,Single,57642.0,09-01-2014,24,0,0,1,679,1,22
1968,PG,relationship,58554.0,26-09-2012,55,0,0,2,586,0,22
1979,PG,relationship,63777.0,24-03-2013,87,0,0,2,653,0,26
1962,PG,Single,57967.0,03-03-2013,39,0,0,1,468,0,19
1978,PG,relationship,52247.25135379061,12-08-2012,53,0,0,0,1679,1,1
1972,PG,relationship,24434.0,18-05-2014,9,0,0,2,50,0,7
1984,PG,Single,11012.0,16-03-2013,82,0,0,1,84,1,9
1970,PG,Single,44802.0,21-08-2012,71,0,0,0,1049,0,27
1986,PG,Single,26816.0,17-08-2012,50,0,0,0,22,0,4
1977,PG,relationship,666666.0,02-06-2013,23,0,0,1,62,0,11
1974,PG,relationship,34421.0,01-07-2013,81,0,0,1,30,0,4
1967,PG,relationship,61223.0,13-06-2013,46,0,0,1,1341,0,18
1946,PG,relationship,64014.0,10-06-2014,56,0,0,3,444,1,22
1981,PG,Single,56981.0,25-01-2014,91,0,0,0,1241,1,19
1956,PG,relationship,69245.0,24-01-2014,8,0,0,1,843,0,23
1954,PG,relationship,52869.0,15-10-2012,40,0,1,2,172,0,11
